,Season,Stage,Round,Href
2950,2018/2019,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=4496071&league_id=undefined&season_id=104785
2951,2018/2019,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=4496073&league_id=undefined&season_id=104785
2952,2018/2019,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=4496075&league_id=undefined&season_id=104785
2953,2018/2019,2. del-Liga za obstanek,3,http://www.kzs.si/incl?id=114&game_id=4496077&league_id=undefined&season_id=104785
2954,2018/2019,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=4496079&league_id=undefined&season_id=104785
2955,2018/2019,2. del-Liga za obstanek,4,http://www.kzs.si/incl?id=114&game_id=4496081&league_id=undefined&season_id=104785
2956,2018/2019,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=4496083&league_id=undefined&season_id=104785
2957,2018/2019,2. del-Liga za obstanek,5,http://www.kzs.si/incl?id=114&game_id=4496085&league_id=undefined&season_id=104785
2958,2018/2019,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=4496087&league_id=undefined&season_id=104785
2959,2018/2019,2. del-Liga za obstanek,6,http://www.kzs.si/incl?id=114&game_id=4496089&league_id=undefined&season_id=104785
2960,2018/2019,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=4496091&league_id=undefined&season_id=104785
2961,2018/2019,2. del-Liga za obstanek,7,http://www.kzs.si/incl?id=114&game_id=4496093&league_id=undefined&season_id=104785
2962,2018/2019,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=4496095&league_id=undefined&season_id=104785
2963,2018/2019,2. del-Liga za obstanek,8,http://www.kzs.si/incl?id=114&game_id=4496097&league_id=undefined&season_id=104785
2964,2018/2019,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=4496099&league_id=undefined&season_id=104785
2965,2018/2019,2. del-Liga za obstanek,9,http://www.kzs.si/incl?id=114&game_id=4496101&league_id=undefined&season_id=104785
2966,2018/2019,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=4496331&league_id=undefined&season_id=104785
2967,2018/2019,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=4496333&league_id=undefined&season_id=104785
2968,2018/2019,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=4496335&league_id=undefined&season_id=104785
2969,2018/2019,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=4496385&league_id=undefined&season_id=104785
2970,2018/2019,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=4496387&league_id=undefined&season_id=104785
2971,2018/2019,2. del-Liga za prvaka,10,http://www.kzs.si/incl?id=114&game_id=4496389&league_id=undefined&season_id=104785
2972,2018/2019,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=4496337&league_id=undefined&season_id=104785
2973,2018/2019,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=4496339&league_id=undefined&season_id=104785
2974,2018/2019,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=4496341&league_id=undefined&season_id=104785
2975,2018/2019,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=4496343&league_id=undefined&season_id=104785
2976,2018/2019,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=4496345&league_id=undefined&season_id=104785
2977,2018/2019,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=4496347&league_id=undefined&season_id=104785
2978,2018/2019,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=4496349&league_id=undefined&season_id=104785
2979,2018/2019,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=4496351&league_id=undefined&season_id=104785
2980,2018/2019,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=4496353&league_id=undefined&season_id=104785
2981,2018/2019,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=4496355&league_id=undefined&season_id=104785
2982,2018/2019,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=4496357&league_id=undefined&season_id=104785
2983,2018/2019,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=4496359&league_id=undefined&season_id=104785
2984,2018/2019,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=4496361&league_id=undefined&season_id=104785
2985,2018/2019,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=4496363&league_id=undefined&season_id=104785
2986,2018/2019,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=4496365&league_id=undefined&season_id=104785
2987,2018/2019,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=4496367&league_id=undefined&season_id=104785
2988,2018/2019,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=4496369&league_id=undefined&season_id=104785
2989,2018/2019,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=4496371&league_id=undefined&season_id=104785
2990,2018/2019,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=4496373&league_id=undefined&season_id=104785
2991,2018/2019,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=4496375&league_id=undefined&season_id=104785
2992,2018/2019,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=4496377&league_id=undefined&season_id=104785
2993,2018/2019,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=4496379&league_id=undefined&season_id=104785
2994,2018/2019,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=4496381&league_id=undefined&season_id=104785
2995,2018/2019,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=4496383&league_id=undefined&season_id=104785
2996,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604609&league_id=undefined&season_id=104785
2997,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604611&league_id=undefined&season_id=104785
2998,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604613&league_id=undefined&season_id=104785
2999,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604617&league_id=undefined&season_id=104785
3000,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604643&league_id=undefined&season_id=104785
3001,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604645&league_id=undefined&season_id=104785
3002,2018/2019,3. del,1,http://www.kzs.si/incl?id=114&game_id=4604655&league_id=undefined&season_id=104785
3003,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604621&league_id=undefined&season_id=104785
3004,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604623&league_id=undefined&season_id=104785
3005,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604625&league_id=undefined&season_id=104785
3006,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604631&league_id=undefined&season_id=104785
3007,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604647&league_id=undefined&season_id=104785
3008,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604649&league_id=undefined&season_id=104785
3009,2018/2019,3. del,2,http://www.kzs.si/incl?id=114&game_id=4604657&league_id=undefined&season_id=104785
3010,2018/2019,3. del,3,http://www.kzs.si/incl?id=114&game_id=4604637&league_id=undefined&season_id=104785
3011,2018/2019,3. del,3,http://www.kzs.si/incl?id=114&game_id=4604659&league_id=undefined&season_id=104785
3012,2018/2019,3. del-Finale,1,http://www.kzs.si/incl?id=114&game_id=4604655&league_id=undefined&season_id=104785
3013,2018/2019,3. del-Finale,2,http://www.kzs.si/incl?id=114&game_id=4604657&league_id=undefined&season_id=104785
3014,2018/2019,3. del-Finale,3,http://www.kzs.si/incl?id=114&game_id=4604659&league_id=undefined&season_id=104785
3015,2018/2019,3. del-Polfinale,1,http://www.kzs.si/incl?id=114&game_id=4604643&league_id=undefined&season_id=104785
3016,2018/2019,3. del-Polfinale,1,http://www.kzs.si/incl?id=114&game_id=4604645&league_id=undefined&season_id=104785
3017,2018/2019,3. del-Polfinale,2,http://www.kzs.si/incl?id=114&game_id=4604647&league_id=undefined&season_id=104785
3018,2018/2019,3. del-Polfinale,2,http://www.kzs.si/incl?id=114&game_id=4604649&league_id=undefined&season_id=104785
3019,2018/2019,3. del-Četrtfinale,1,http://www.kzs.si/incl?id=114&game_id=4604609&league_id=undefined&season_id=104785
3020,2018/2019,3. del-Četrtfinale,1,http://www.kzs.si/incl?id=114&game_id=4604611&league_id=undefined&season_id=104785
3021,2018/2019,3. del-Četrtfinale,1,http://www.kzs.si/incl?id=114&game_id=4604613&league_id=undefined&season_id=104785
3022,2018/2019,3. del-Četrtfinale,1,http://www.kzs.si/incl?id=114&game_id=4604617&league_id=undefined&season_id=104785
3023,2018/2019,3. del-Četrtfinale,2,http://www.kzs.si/incl?id=114&game_id=4604621&league_id=undefined&season_id=104785
3024,2018/2019,3. del-Četrtfinale,2,http://www.kzs.si/incl?id=114&game_id=4604623&league_id=undefined&season_id=104785
3025,2018/2019,3. del-Četrtfinale,2,http://www.kzs.si/incl?id=114&game_id=4604625&league_id=undefined&season_id=104785
3026,2018/2019,3. del-Četrtfinale,2,http://www.kzs.si/incl?id=114&game_id=4604631&league_id=undefined&season_id=104785
3027,2018/2019,3. del-Četrtfinale,3,http://www.kzs.si/incl?id=114&game_id=4604637&league_id=undefined&season_id=104785
3028,2019/2020,1. del,1,http://www.kzs.si/incl?id=114&game_id=4686517&league_id=undefined&season_id=110587
3029,2019/2020,1. del,1,http://www.kzs.si/incl?id=114&game_id=4686519&league_id=undefined&season_id=110587
3030,2019/2020,1. del,1,http://www.kzs.si/incl?id=114&game_id=4686523&league_id=undefined&season_id=110587
3031,2019/2020,1. del,1,http://www.kzs.si/incl?id=114&game_id=4686525&league_id=undefined&season_id=110587
3032,2019/2020,1. del,10,http://www.kzs.si/incl?id=114&game_id=4686607&league_id=undefined&season_id=110587
3033,2019/2020,1. del,10,http://www.kzs.si/incl?id=114&game_id=4686609&league_id=undefined&season_id=110587
3034,2019/2020,1. del,10,http://www.kzs.si/incl?id=114&game_id=4686613&league_id=undefined&season_id=110587
3035,2019/2020,1. del,10,http://www.kzs.si/incl?id=114&game_id=4686615&league_id=undefined&season_id=110587
3036,2019/2020,1. del,11,http://www.kzs.si/incl?id=114&game_id=4686617&league_id=undefined&season_id=110587
3037,2019/2020,1. del,11,http://www.kzs.si/incl?id=114&game_id=4686619&league_id=undefined&season_id=110587
3038,2019/2020,1. del,11,http://www.kzs.si/incl?id=114&game_id=4686621&league_id=undefined&season_id=110587
3039,2019/2020,1. del,11,http://www.kzs.si/incl?id=114&game_id=4686625&league_id=undefined&season_id=110587
3040,2019/2020,1. del,12,http://www.kzs.si/incl?id=114&game_id=4686627&league_id=undefined&season_id=110587
3041,2019/2020,1. del,12,http://www.kzs.si/incl?id=114&game_id=4686631&league_id=undefined&season_id=110587
3042,2019/2020,1. del,12,http://www.kzs.si/incl?id=114&game_id=4686633&league_id=undefined&season_id=110587
3043,2019/2020,1. del,12,http://www.kzs.si/incl?id=114&game_id=4686635&league_id=undefined&season_id=110587
3044,2019/2020,1. del,13,http://www.kzs.si/incl?id=114&game_id=4686637&league_id=undefined&season_id=110587
3045,2019/2020,1. del,13,http://www.kzs.si/incl?id=114&game_id=4686639&league_id=undefined&season_id=110587
3046,2019/2020,1. del,13,http://www.kzs.si/incl?id=114&game_id=4686641&league_id=undefined&season_id=110587
3047,2019/2020,1. del,13,http://www.kzs.si/incl?id=114&game_id=4686643&league_id=undefined&season_id=110587
3048,2019/2020,1. del,14,http://www.kzs.si/incl?id=114&game_id=4686649&league_id=undefined&season_id=110587
3049,2019/2020,1. del,14,http://www.kzs.si/incl?id=114&game_id=4686651&league_id=undefined&season_id=110587
3050,2019/2020,1. del,14,http://www.kzs.si/incl?id=114&game_id=4686653&league_id=undefined&season_id=110587
3051,2019/2020,1. del,14,http://www.kzs.si/incl?id=114&game_id=4686655&league_id=undefined&season_id=110587
3052,2019/2020,1. del,15,http://www.kzs.si/incl?id=114&game_id=4686657&league_id=undefined&season_id=110587
3053,2019/2020,1. del,15,http://www.kzs.si/incl?id=114&game_id=4686659&league_id=undefined&season_id=110587
3054,2019/2020,1. del,15,http://www.kzs.si/incl?id=114&game_id=4686661&league_id=undefined&season_id=110587
3055,2019/2020,1. del,15,http://www.kzs.si/incl?id=114&game_id=4686663&league_id=undefined&season_id=110587
3056,2019/2020,1. del,16,http://www.kzs.si/incl?id=114&game_id=4686667&league_id=undefined&season_id=110587
3057,2019/2020,1. del,16,http://www.kzs.si/incl?id=114&game_id=4686671&league_id=undefined&season_id=110587
3058,2019/2020,1. del,16,http://www.kzs.si/incl?id=114&game_id=4686673&league_id=undefined&season_id=110587
3059,2019/2020,1. del,16,http://www.kzs.si/incl?id=114&game_id=4686675&league_id=undefined&season_id=110587
3060,2019/2020,1. del,17,http://www.kzs.si/incl?id=114&game_id=4686677&league_id=undefined&season_id=110587
3061,2019/2020,1. del,17,http://www.kzs.si/incl?id=114&game_id=4686679&league_id=undefined&season_id=110587
3062,2019/2020,1. del,17,http://www.kzs.si/incl?id=114&game_id=4686681&league_id=undefined&season_id=110587
3063,2019/2020,1. del,17,http://www.kzs.si/incl?id=114&game_id=4686685&league_id=undefined&season_id=110587
3064,2019/2020,1. del,18,http://www.kzs.si/incl?id=114&game_id=4686687&league_id=undefined&season_id=110587
3065,2019/2020,1. del,18,http://www.kzs.si/incl?id=114&game_id=4686689&league_id=undefined&season_id=110587
3066,2019/2020,1. del,18,http://www.kzs.si/incl?id=114&game_id=4686693&league_id=undefined&season_id=110587
3067,2019/2020,1. del,18,http://www.kzs.si/incl?id=114&game_id=4686695&league_id=undefined&season_id=110587
3068,2019/2020,1. del,2,http://www.kzs.si/incl?id=114&game_id=4686527&league_id=undefined&season_id=110587
3069,2019/2020,1. del,2,http://www.kzs.si/incl?id=114&game_id=4686529&league_id=undefined&season_id=110587
3070,2019/2020,1. del,2,http://www.kzs.si/incl?id=114&game_id=4686531&league_id=undefined&season_id=110587
3071,2019/2020,1. del,2,http://www.kzs.si/incl?id=114&game_id=4686535&league_id=undefined&season_id=110587
3072,2019/2020,1. del,3,http://www.kzs.si/incl?id=114&game_id=4686537&league_id=undefined&season_id=110587
3073,2019/2020,1. del,3,http://www.kzs.si/incl?id=114&game_id=4686541&league_id=undefined&season_id=110587
3074,2019/2020,1. del,3,http://www.kzs.si/incl?id=114&game_id=4686543&league_id=undefined&season_id=110587
3075,2019/2020,1. del,3,http://www.kzs.si/incl?id=114&game_id=4686545&league_id=undefined&season_id=110587
3076,2019/2020,1. del,4,http://www.kzs.si/incl?id=114&game_id=4686547&league_id=undefined&season_id=110587
3077,2019/2020,1. del,4,http://www.kzs.si/incl?id=114&game_id=4686549&league_id=undefined&season_id=110587
3078,2019/2020,1. del,4,http://www.kzs.si/incl?id=114&game_id=4686551&league_id=undefined&season_id=110587
3079,2019/2020,1. del,4,http://www.kzs.si/incl?id=114&game_id=4686553&league_id=undefined&season_id=110587
3080,2019/2020,1. del,5,http://www.kzs.si/incl?id=114&game_id=4686559&league_id=undefined&season_id=110587
3081,2019/2020,1. del,5,http://www.kzs.si/incl?id=114&game_id=4686561&league_id=undefined&season_id=110587
3082,2019/2020,1. del,5,http://www.kzs.si/incl?id=114&game_id=4686563&league_id=undefined&season_id=110587
3083,2019/2020,1. del,5,http://www.kzs.si/incl?id=114&game_id=4686565&league_id=undefined&season_id=110587
3084,2019/2020,1. del,6,http://www.kzs.si/incl?id=114&game_id=4686567&league_id=undefined&season_id=110587
3085,2019/2020,1. del,6,http://www.kzs.si/incl?id=114&game_id=4686569&league_id=undefined&season_id=110587
3086,2019/2020,1. del,6,http://www.kzs.si/incl?id=114&game_id=4686571&league_id=undefined&season_id=110587
3087,2019/2020,1. del,6,http://www.kzs.si/incl?id=114&game_id=4686573&league_id=undefined&season_id=110587
3088,2019/2020,1. del,7,http://www.kzs.si/incl?id=114&game_id=4686577&league_id=undefined&season_id=110587
3089,2019/2020,1. del,7,http://www.kzs.si/incl?id=114&game_id=4686581&league_id=undefined&season_id=110587
3090,2019/2020,1. del,7,http://www.kzs.si/incl?id=114&game_id=4686583&league_id=undefined&season_id=110587
3091,2019/2020,1. del,7,http://www.kzs.si/incl?id=114&game_id=4686585&league_id=undefined&season_id=110587
3092,2019/2020,1. del,8,http://www.kzs.si/incl?id=114&game_id=4686587&league_id=undefined&season_id=110587
3093,2019/2020,1. del,8,http://www.kzs.si/incl?id=114&game_id=4686589&league_id=undefined&season_id=110587
3094,2019/2020,1. del,8,http://www.kzs.si/incl?id=114&game_id=4686591&league_id=undefined&season_id=110587
3095,2019/2020,1. del,8,http://www.kzs.si/incl?id=114&game_id=4686595&league_id=undefined&season_id=110587
3096,2019/2020,1. del,9,http://www.kzs.si/incl?id=114&game_id=4686597&league_id=undefined&season_id=110587
3097,2019/2020,1. del,9,http://www.kzs.si/incl?id=114&game_id=4686599&league_id=undefined&season_id=110587
3098,2019/2020,1. del,9,http://www.kzs.si/incl?id=114&game_id=4686603&league_id=undefined&season_id=110587
3099,2019/2020,1. del,9,http://www.kzs.si/incl?id=114&game_id=4686605&league_id=undefined&season_id=110587
3100,2019/2020,2. del,1,http://www.kzs.si/incl?id=114&game_id=5150481&league_id=undefined&season_id=110587
3101,2019/2020,2. del,1,http://www.kzs.si/incl?id=114&game_id=5150485&league_id=undefined&season_id=110587
3102,2019/2020,2. del,1,http://www.kzs.si/incl?id=114&game_id=5152391&league_id=undefined&season_id=110587
3103,2019/2020,2. del,1,http://www.kzs.si/incl?id=114&game_id=5152393&league_id=undefined&season_id=110587
3104,2019/2020,2. del,2,http://www.kzs.si/incl?id=114&game_id=5150487&league_id=undefined&season_id=110587
3105,2019/2020,2. del,2,http://www.kzs.si/incl?id=114&game_id=5150489&league_id=undefined&season_id=110587
3106,2019/2020,2. del,2,http://www.kzs.si/incl?id=114&game_id=5152395&league_id=undefined&season_id=110587
3107,2019/2020,2. del,2,http://www.kzs.si/incl?id=114&game_id=5152397&league_id=undefined&season_id=110587
3108,2019/2020,2. del,3,http://www.kzs.si/incl?id=114&game_id=5150493&league_id=undefined&season_id=110587
3109,2019/2020,2. del,3,http://www.kzs.si/incl?id=114&game_id=5150495&league_id=undefined&season_id=110587
3110,2019/2020,2. del,3,http://www.kzs.si/incl?id=114&game_id=5150497&league_id=undefined&season_id=110587
3111,2019/2020,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=5152391&league_id=undefined&season_id=110587
3112,2019/2020,2. del-Liga za obstanek,1,http://www.kzs.si/incl?id=114&game_id=5152393&league_id=undefined&season_id=110587
3113,2019/2020,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=5152395&league_id=undefined&season_id=110587
3114,2019/2020,2. del-Liga za obstanek,2,http://www.kzs.si/incl?id=114&game_id=5152397&league_id=undefined&season_id=110587
3115,2019/2020,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=5150481&league_id=undefined&season_id=110587
3116,2019/2020,2. del-Liga za prvaka,1,http://www.kzs.si/incl?id=114&game_id=5150485&league_id=undefined&season_id=110587
3117,2019/2020,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=5150487&league_id=undefined&season_id=110587
3118,2019/2020,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=5150489&league_id=undefined&season_id=110587
3119,2019/2020,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=5150493&league_id=undefined&season_id=110587
3120,2019/2020,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=5150495&league_id=undefined&season_id=110587
3121,2019/2020,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=5150497&league_id=undefined&season_id=110587
3122,2020/2021,1. del,1,http://www.kzs.si/incl?id=114&game_id=5268299&league_id=undefined&season_id=119375
3123,2020/2021,1. del,1,http://www.kzs.si/incl?id=114&game_id=5268301&league_id=undefined&season_id=119375
3124,2020/2021,1. del,1,http://www.kzs.si/incl?id=114&game_id=5268303&league_id=undefined&season_id=119375
3125,2020/2021,1. del,1,http://www.kzs.si/incl?id=114&game_id=5268305&league_id=undefined&season_id=119375
3126,2020/2021,1. del,1,http://www.kzs.si/incl?id=114&game_id=5268307&league_id=undefined&season_id=119375
3127,2020/2021,1. del,10,http://www.kzs.si/incl?id=114&game_id=5268389&league_id=undefined&season_id=119375
3128,2020/2021,1. del,10,http://www.kzs.si/incl?id=114&game_id=5268391&league_id=undefined&season_id=119375
3129,2020/2021,1. del,10,http://www.kzs.si/incl?id=114&game_id=5268393&league_id=undefined&season_id=119375
3130,2020/2021,1. del,10,http://www.kzs.si/incl?id=114&game_id=5268395&league_id=undefined&season_id=119375
3131,2020/2021,1. del,10,http://www.kzs.si/incl?id=114&game_id=5268397&league_id=undefined&season_id=119375
3132,2020/2021,1. del,11,http://www.kzs.si/incl?id=114&game_id=5268399&league_id=undefined&season_id=119375
3133,2020/2021,1. del,11,http://www.kzs.si/incl?id=114&game_id=5268401&league_id=undefined&season_id=119375
3134,2020/2021,1. del,11,http://www.kzs.si/incl?id=114&game_id=5268403&league_id=undefined&season_id=119375
3135,2020/2021,1. del,11,http://www.kzs.si/incl?id=114&game_id=5268405&league_id=undefined&season_id=119375
3136,2020/2021,1. del,11,http://www.kzs.si/incl?id=114&game_id=5268407&league_id=undefined&season_id=119375
3137,2020/2021,1. del,12,http://www.kzs.si/incl?id=114&game_id=5268409&league_id=undefined&season_id=119375
3138,2020/2021,1. del,12,http://www.kzs.si/incl?id=114&game_id=5268411&league_id=undefined&season_id=119375
3139,2020/2021,1. del,12,http://www.kzs.si/incl?id=114&game_id=5268413&league_id=undefined&season_id=119375
3140,2020/2021,1. del,12,http://www.kzs.si/incl?id=114&game_id=5268415&league_id=undefined&season_id=119375
3141,2020/2021,1. del,12,http://www.kzs.si/incl?id=114&game_id=5268417&league_id=undefined&season_id=119375
3142,2020/2021,1. del,13,http://www.kzs.si/incl?id=114&game_id=5268419&league_id=undefined&season_id=119375
3143,2020/2021,1. del,13,http://www.kzs.si/incl?id=114&game_id=5268421&league_id=undefined&season_id=119375
3144,2020/2021,1. del,13,http://www.kzs.si/incl?id=114&game_id=5268423&league_id=undefined&season_id=119375
3145,2020/2021,1. del,13,http://www.kzs.si/incl?id=114&game_id=5268425&league_id=undefined&season_id=119375
3146,2020/2021,1. del,13,http://www.kzs.si/incl?id=114&game_id=5268427&league_id=undefined&season_id=119375
3147,2020/2021,1. del,14,http://www.kzs.si/incl?id=114&game_id=5268429&league_id=undefined&season_id=119375
3148,2020/2021,1. del,14,http://www.kzs.si/incl?id=114&game_id=5268431&league_id=undefined&season_id=119375
3149,2020/2021,1. del,14,http://www.kzs.si/incl?id=114&game_id=5268433&league_id=undefined&season_id=119375
3150,2020/2021,1. del,14,http://www.kzs.si/incl?id=114&game_id=5268435&league_id=undefined&season_id=119375
3151,2020/2021,1. del,14,http://www.kzs.si/incl?id=114&game_id=5268437&league_id=undefined&season_id=119375
3152,2020/2021,1. del,15,http://www.kzs.si/incl?id=114&game_id=5268439&league_id=undefined&season_id=119375
3153,2020/2021,1. del,15,http://www.kzs.si/incl?id=114&game_id=5268441&league_id=undefined&season_id=119375
3154,2020/2021,1. del,15,http://www.kzs.si/incl?id=114&game_id=5268443&league_id=undefined&season_id=119375
3155,2020/2021,1. del,15,http://www.kzs.si/incl?id=114&game_id=5268445&league_id=undefined&season_id=119375
3156,2020/2021,1. del,15,http://www.kzs.si/incl?id=114&game_id=5268447&league_id=undefined&season_id=119375
3157,2020/2021,1. del,16,http://www.kzs.si/incl?id=114&game_id=5268449&league_id=undefined&season_id=119375
3158,2020/2021,1. del,16,http://www.kzs.si/incl?id=114&game_id=5268451&league_id=undefined&season_id=119375
3159,2020/2021,1. del,16,http://www.kzs.si/incl?id=114&game_id=5268453&league_id=undefined&season_id=119375
3160,2020/2021,1. del,16,http://www.kzs.si/incl?id=114&game_id=5268455&league_id=undefined&season_id=119375
3161,2020/2021,1. del,16,http://www.kzs.si/incl?id=114&game_id=5268457&league_id=undefined&season_id=119375
3162,2020/2021,1. del,17,http://www.kzs.si/incl?id=114&game_id=5268459&league_id=undefined&season_id=119375
3163,2020/2021,1. del,17,http://www.kzs.si/incl?id=114&game_id=5268461&league_id=undefined&season_id=119375
3164,2020/2021,1. del,17,http://www.kzs.si/incl?id=114&game_id=5268463&league_id=undefined&season_id=119375
3165,2020/2021,1. del,17,http://www.kzs.si/incl?id=114&game_id=5268465&league_id=undefined&season_id=119375
3166,2020/2021,1. del,17,http://www.kzs.si/incl?id=114&game_id=5268467&league_id=undefined&season_id=119375
3167,2020/2021,1. del,18,http://www.kzs.si/incl?id=114&game_id=5268469&league_id=undefined&season_id=119375
3168,2020/2021,1. del,18,http://www.kzs.si/incl?id=114&game_id=5268471&league_id=undefined&season_id=119375
3169,2020/2021,1. del,18,http://www.kzs.si/incl?id=114&game_id=5268473&league_id=undefined&season_id=119375
3170,2020/2021,1. del,18,http://www.kzs.si/incl?id=114&game_id=5268475&league_id=undefined&season_id=119375
3171,2020/2021,1. del,18,http://www.kzs.si/incl?id=114&game_id=5268477&league_id=undefined&season_id=119375
3172,2020/2021,1. del,2,http://www.kzs.si/incl?id=114&game_id=5268309&league_id=undefined&season_id=119375
3173,2020/2021,1. del,2,http://www.kzs.si/incl?id=114&game_id=5268311&league_id=undefined&season_id=119375
3174,2020/2021,1. del,2,http://www.kzs.si/incl?id=114&game_id=5268313&league_id=undefined&season_id=119375
3175,2020/2021,1. del,2,http://www.kzs.si/incl?id=114&game_id=5268315&league_id=undefined&season_id=119375
3176,2020/2021,1. del,2,http://www.kzs.si/incl?id=114&game_id=5268317&league_id=undefined&season_id=119375
3177,2020/2021,1. del,3,http://www.kzs.si/incl?id=114&game_id=5268319&league_id=undefined&season_id=119375
3178,2020/2021,1. del,3,http://www.kzs.si/incl?id=114&game_id=5268321&league_id=undefined&season_id=119375
3179,2020/2021,1. del,3,http://www.kzs.si/incl?id=114&game_id=5268323&league_id=undefined&season_id=119375
3180,2020/2021,1. del,3,http://www.kzs.si/incl?id=114&game_id=5268325&league_id=undefined&season_id=119375
3181,2020/2021,1. del,3,http://www.kzs.si/incl?id=114&game_id=5268327&league_id=undefined&season_id=119375
3182,2020/2021,1. del,4,http://www.kzs.si/incl?id=114&game_id=5268329&league_id=undefined&season_id=119375
3183,2020/2021,1. del,4,http://www.kzs.si/incl?id=114&game_id=5268331&league_id=undefined&season_id=119375
3184,2020/2021,1. del,4,http://www.kzs.si/incl?id=114&game_id=5268333&league_id=undefined&season_id=119375
3185,2020/2021,1. del,4,http://www.kzs.si/incl?id=114&game_id=5268335&league_id=undefined&season_id=119375
3186,2020/2021,1. del,4,http://www.kzs.si/incl?id=114&game_id=5268337&league_id=undefined&season_id=119375
3187,2020/2021,1. del,5,http://www.kzs.si/incl?id=114&game_id=5268339&league_id=undefined&season_id=119375
3188,2020/2021,1. del,5,http://www.kzs.si/incl?id=114&game_id=5268341&league_id=undefined&season_id=119375
3189,2020/2021,1. del,5,http://www.kzs.si/incl?id=114&game_id=5268343&league_id=undefined&season_id=119375
3190,2020/2021,1. del,5,http://www.kzs.si/incl?id=114&game_id=5268345&league_id=undefined&season_id=119375
3191,2020/2021,1. del,5,http://www.kzs.si/incl?id=114&game_id=5268347&league_id=undefined&season_id=119375
3192,2020/2021,1. del,6,http://www.kzs.si/incl?id=114&game_id=5268349&league_id=undefined&season_id=119375
